pos	int
45.6901	358.00
45.7164	341.00
45.7426	403.00
45.7689	383.00
45.7951	367.00
45.8214	368.00
45.8476	365.00
45.8739	397.00
45.9001	381.00
45.9264	355.00
45.9526	318.00
45.9789	354.00
46.0052	348.00
46.0314	375.00
46.0577	366.00
46.0839	382.00
46.1102	397.00
46.1364	391.00
46.1627	367.00
46.1889	354.00
46.2152	389.00
46.2414	404.00
46.2677	390.00
46.2940	343.00
46.3202	409.00
46.3465	370.00
46.3727	391.00
46.3990	391.00
46.4252	375.00
46.4515	416.00
46.4777	426.00
46.5040	412.00
46.5302	413.00
46.5565	417.00
46.5828	403.00
46.6090	428.00
46.6353	443.00
46.6615	446.00
46.6878	515.00
46.7140	488.00
46.7403	533.00
46.7665	538.00
46.7928	535.00
46.8190	542.00
46.8453	610.00
46.8716	624.00
46.8978	660.00
46.9241	728.00
46.9503	799.00
46.9766	910.00
47.0028	1112.00
47.0291	1193.00
47.0553	1456.00
47.0816	1704.00
47.1078	2300.00
47.1341	3210.00
47.1604	5162.00
47.1866	8515.00
47.2129	14727.00
47.2391	25162.00
47.2654	37584.00
47.2916	32227.00
47.3179	16413.00
47.3441	12696.00
47.3704	16465.00
47.3966	20556.00
47.4229	14349.00
47.4492	6125.00
47.4754	3077.00
47.5017	2061.00
47.5279	1477.00
47.5542	1264.00
47.5804	1075.00
47.6067	958.00
47.6329	868.00
47.6592	718.00
47.6854	755.00
47.7117	710.00
47.7380	649.00
47.7642	609.00
47.7905	562.00
47.8167	588.00
47.8430	509.00
47.8692	526.00
47.8955	544.00
47.9217	496.00
47.9480	478.00
47.9742	441.00
48.0005	427.00
48.0268	403.00
48.0530	387.00
48.0793	415.00
48.1055	437.00
48.1318	425.00
48.1580	420.00
48.1843	399.00
48.2105	396.00
48.2368	345.00
48.2630	379.00
48.2893	406.00
48.3156	375.00
48.3418	360.00
48.3681	396.00
48.3943	385.00
48.4206	337.00
48.4468	370.00
48.4731	383.00
48.4993	358.00
48.5256	370.00
48.5518	359.00
48.5781	396.00
48.6044	392.00
48.6306	400.00
48.6569	356.00
48.6831	339.00
48.7094	355.00
48.7356	328.00
48.7619	361.00
48.7881	335.00
48.8144	325.00
48.8406	350.00
48.8669	357.00
48.8932	323.00
48.9194	313.00
48.9457	370.00
48.9719	375.00
48.9982	376.00
49.0244	320.00
49.0507	347.00
49.0769	362.00
49.1032	371.00
49.1294	345.00
49.1557	304.00
49.1820	316.00
49.2082	307.00
49.2345	317.00
49.2607	304.00
49.2870	304.00
49.3132	321.00
49.3395	314.00
49.3657	279.00
49.3920	300.00
49.4182	320.00
49.4445	302.00
49.4708	311.00
49.4970	251.00
49.5233	303.00
49.5495	298.00
49.5758	304.00
49.6020	255.00
49.6283	307.00
49.6545	303.00
49.6808	302.00
49.7070	301.00
49.7333	299.00
49.7596	311.00
49.7858	298.00
49.8121	283.00
49.8383	307.00
49.8646	294.00
49.8908	299.00
49.9171	296.00
49.9433	269.00
49.9696	283.00
49.9958	296.00
50.0221	271.00
50.0484	279.00
50.0746	296.00
50.1009	303.00
50.1271	306.00
50.1534	300.00
50.1796	323.00
50.2059	339.00
50.2321	327.00
50.2584	358.00
50.2846	339.00
50.3109	348.00
50.3372	296.00
50.3634	326.00
50.3897	296.00
50.4159	325.00
50.4422	271.00
50.4684	276.00
50.4947	260.00
50.5209	285.00
50.5472	288.00
50.5734	292.00
50.5997	303.00
50.6260	296.00
50.6522	286.00
50.6785	297.00
50.7047	271.00
50.7310	264.00
50.7572	283.00
50.7835	282.00
50.8097	280.00
50.8360	293.00
50.8622	268.00
50.8885	266.00
50.9148	251.00
50.9410	272.00
50.9673	302.00
50.9935	279.00
51.0198	274.00
51.0460	269.00
51.0723	261.00
51.0985	285.00
51.1248	273.00
51.1510	275.00
51.1773	274.00
51.2036	272.00
51.2298	273.00
51.2561	280.00
51.2823	249.00
51.3086	304.00
51.3348	270.00
51.3611	271.00
51.3873	238.00
51.4136	274.00
51.4398	291.00
51.4661	271.00
51.4924	269.00
51.5186	287.00
51.5449	233.00
51.5711	290.00
51.5974	255.00
51.6236	250.00
51.6499	265.00
51.6761	267.00
51.7024	286.00
51.7286	291.00
51.7549	287.00
51.7812	257.00
51.8074	281.00
51.8337	283.00
51.8599	274.00
51.8862	269.00
51.9124	282.00
51.9387	293.00
51.9649	280.00
51.9912	262.00
52.0174	256.00
52.0437	241.00
52.0700	265.00
52.0962	257.00
52.1225	271.00
52.1487	270.00
52.1750	253.00
52.2012	270.00
52.2275	239.00
52.2537	243.00
52.2800	236.00
52.3062	283.00
52.3325	287.00
52.3588	246.00
52.3850	257.00
52.4113	263.00
52.4375	280.00
52.4638	266.00
52.4900	267.00
52.5163	299.00
52.5425	279.00
52.5688	274.00
52.5950	258.00
52.6213	251.00
52.6476	295.00
52.6738	270.00
52.7001	269.00
52.7263	268.00
52.7526	262.00
52.7788	213.00
52.8051	275.00
52.8313	282.00
52.8576	258.00
52.8838	287.00
52.9101	270.00
52.9364	264.00
52.9626	268.00
52.9889	264.00
53.0151	291.00
53.0414	261.00
53.0676	258.00
53.0939	256.00
53.1201	254.00
53.1464	242.00
53.1726	256.00
53.1989	248.00
53.2252	266.00
53.2514	268.00
53.2777	251.00
53.3039	276.00
53.3302	257.00
53.3564	280.00
53.3827	248.00
53.4089	270.00
53.4352	244.00
53.4615	228.00
53.4877	262.00
53.5140	263.00
53.5402	257.00
53.5665	271.00
53.5927	277.00
53.6190	282.00
53.6452	267.00
53.6715	262.00
53.6977	252.00
53.7240	238.00
53.7503	283.00
53.7765	253.00
53.8028	246.00
53.8290	254.00
53.8553	263.00
53.8815	248.00
53.9078	285.00
53.9340	256.00
53.9603	258.00
53.9865	263.00
54.0128	240.00
54.0391	249.00
54.0653	268.00
54.0916	224.00
54.1178	258.00
54.1441	294.00
54.1703	269.00
54.1966	258.00
54.2228	278.00
54.2491	240.00
54.2753	230.00
54.3016	268.00
54.3279	228.00
54.3541	261.00
54.3804	274.00
54.4066	263.00
54.4329	242.00
54.4591	270.00
54.4854	240.00
54.5116	257.00
54.5379	236.00
54.5641	221.00
54.5904	281.00
54.6167	277.00
54.6429	268.00
54.6692	287.00
54.6954	279.00
54.7217	251.00
54.7479	252.00
54.7742	276.00
54.8004	274.00
54.8267	271.00
54.8529	261.00
54.8792	286.00
54.9055	275.00
54.9317	272.00
54.9580	276.00
54.9842	255.00
55.0105	257.00
55.0367	234.00
55.0630	304.00
55.0892	250.00
55.1155	273.00
55.1417	295.00
55.1680	312.00
55.1943	269.00
55.2205	283.00
55.2468	315.00
55.2730	295.00
55.2993	308.00
55.3255	299.00
55.3518	301.00
55.3780	304.00
55.4043	336.00
55.4305	316.00
55.4568	300.00
55.4831	354.00
55.5093	342.00
55.5356	361.00
55.5618	378.00
55.5881	385.00
55.6143	373.00
55.6406	386.00
55.6668	414.00
55.6931	445.00
55.7193	477.00
55.7456	488.00
55.7719	579.00
55.7981	613.00
55.8244	709.00
55.8506	819.00
55.8769	909.00
55.9031	1064.00
55.9294	1380.00
55.9556	1944.00
55.9819	3050.00
56.0081	4937.00
56.0344	8737.00
56.0607	14674.00
56.0869	20468.00
56.1132	16068.00
56.1394	7945.00
56.1657	5688.00
56.1919	6544.00
56.2182	9125.00
56.2444	10630.00
56.2707	7629.00
56.2969	3390.00
56.3232	1983.00
56.3495	1309.00
56.3757	1024.00
56.4020	835.00
56.4282	700.00
56.4545	618.00
56.4807	542.00
56.5070	525.00
56.5332	464.00
56.5595	432.00
56.5857	444.00
56.6120	424.00
56.6383	389.00
56.6645	385.00
56.6908	360.00
56.7170	367.00
56.7433	394.00
56.7695	355.00
56.7958	319.00
56.8220	339.00
56.8483	323.00
56.8745	303.00
56.9008	300.00
56.9271	314.00
56.9533	291.00
56.9796	305.00
57.0058	300.00
57.0321	265.00
57.0583	299.00
57.0846	310.00
57.1108	285.00
57.1371	268.00
57.1633	285.00
57.1896	276.00
57.2159	268.00
57.2421	263.00
57.2684	277.00
57.2946	291.00
57.3209	270.00
57.3471	238.00
57.3734	280.00
57.3996	264.00
57.4259	282.00
57.4521	256.00
57.4784	256.00
57.5047	264.00
57.5309	259.00
57.5572	256.00
57.5834	267.00
57.6097	255.00
57.6359	260.00
57.6622	252.00
57.6884	230.00
57.7147	249.00
57.7409	241.00
57.7672	265.00
57.7935	231.00
57.8197	231.00
57.8460	259.00
57.8722	221.00
57.8985	234.00
57.9247	253.00
57.9510	218.00
57.9772	220.00
58.0035	219.00
58.0297	234.00
58.0560	238.00
58.0823	237.00
58.1085	220.00
58.1348	229.00
58.1610	218.00
58.1873	227.00
58.2135	209.00
58.2398	232.00
58.2660	219.00
58.2923	266.00
58.3185	207.00
58.3448	250.00
58.3711	203.00
58.3973	221.00
58.4236	241.00
58.4498	220.00
58.4761	212.00
58.5023	229.00
58.5286	205.00
58.5548	220.00
58.5811	203.00
58.6073	226.00
58.6336	222.00
58.6599	249.00
58.6861	209.00
58.7124	237.00
58.7386	245.00
58.7649	205.00
58.7911	210.00
58.8174	224.00
58.8436	222.00
58.8699	245.00
58.8961	231.00
58.9224	219.00
58.9487	230.00
58.9749	254.00
59.0012	232.00
59.0274	209.00
59.0537	242.00
59.0799	229.00
59.1062	234.00
59.1324	216.00
59.1587	220.00
59.1849	228.00
59.2112	197.00
59.2375	209.00
59.2637	240.00
59.2900	210.00
59.3162	202.00
59.3425	217.00
59.3687	206.00
59.3950	213.00
59.4212	223.00
59.4475	230.00
59.4737	219.00
59.5000	208.00
59.5263	191.00
59.5525	184.00
59.5788	220.00
59.6050	188.00
59.6313	221.00
59.6575	227.00
59.6838	219.00
59.7100	197.00
59.7363	204.00
59.7625	216.00
59.7888	197.00
59.8151	206.00
59.8413	203.00
59.8676	189.00
59.8938	212.00
59.9201	200.00
59.9463	222.00
59.9726	211.00
59.9988	230.00
60.0251	225.00
60.0513	234.00
60.0776	228.00
60.1039	205.00
60.1301	198.00
60.1564	226.00
60.1826	222.00
60.2089	236.00
60.2351	200.00
60.2614	239.00
60.2876	218.00
60.3139	196.00
60.3401	201.00
60.3664	231.00
60.3927	229.00
60.4189	240.00
60.4452	197.00
60.4714	222.00
60.4977	190.00
60.5239	204.00
